id,timestamp,i1_position_switch_pressed,i2_position_switch_pressed,i3_position_switch_pressed,o7_compressor_power_level,o8_valve_open,m1_speed,m2_speed,m3_speed,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label,current_pos_x,current_pos_y,current_pos_z,target_pos_x,target_pos_y,target_pos_z
VGR,2022-07-19 10:01:47.86,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:47.96,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.07,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.17,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.27,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.38,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.48,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.59,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.69,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.79,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:48.90,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.00,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.11,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.21,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.32,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.42,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.52,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.63,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.73,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.84,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:49.94,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.05,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.15,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.26,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.36,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.47,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.57,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.67,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.78,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.88,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:50.99,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.09,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.19,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.30,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.40,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.50,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.60,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.71,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.81,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:51.92,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.02,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.13,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.23,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.34,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.44,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.55,True,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.66,True,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.013179,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.79,True,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.149324,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:52.94,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.29222,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.10,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.460053,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.22,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.576594,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.35,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.709807,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.49,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.843539,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.61,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,0.969364,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.74,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.094312,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.86,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.220046,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:53.99,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.34602,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.12,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.475967,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.25,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.605794,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.38,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.738002,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.50,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.859847,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.63,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,1.982152,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.73,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.088614,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.85,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.211848,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:54.98,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.333392,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.09,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.445702,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.21,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.567414,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.33,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.683865,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.44,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.800786,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.56,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,2.919125,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.68,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.035731,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.81,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.165859,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:55.95,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.305029,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.11,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.469173,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.24,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.596093,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.36,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.716627,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.47,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.831117,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.60,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,3.955038,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.74,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.097337,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.86,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.22121,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:56.99,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.348063,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.10,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.454631,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.20,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.560549,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.33,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.682406,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.44,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.799243,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.56,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,4.920134,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.70,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.058713,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.83,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.187478,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:57.97,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.327528,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.09,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.446779,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.21,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.564491,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.33,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.682203,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.46,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.812303,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.59,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,5.942314,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.70,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.059601,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.84,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.199423,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:58.98,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.335076,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.08,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.437673,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.22,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.573727,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.34,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.696561,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.47,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.822422,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.59,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,6.946108,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.71,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.069882,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.84,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.199916,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:01:59.96,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.31407,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.08,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.440732,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.19,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.550231,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.33,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.68377,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.45,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.806942,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.57,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,7.926824,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.68,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,8.04165,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.81,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,8.165675,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:00.94,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,8.295036,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:01.07,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,8.424484,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:01.18,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,8.535833,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:01.30,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,8.653416,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:01.43,False,True,True,0,False,-512,0,0,not ready,moving towards the high_bay_warehouse,8.788486,moving towards the high_bay_warehouse,,0,0,0,0,0,0
VGR,2022-07-19 10:02:01.54,False,True,True,0,False,0,0,0,not ready,moving towards the high_bay_warehouse,8.894545,moving towards the high_bay_warehouse,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:01.65,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:01.76,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:01.86,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:01.96,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.07,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.17,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.28,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.38,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.49,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.59,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.69,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.79,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:02.90,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.00,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.10,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.21,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.31,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.42,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.52,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.62,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.72,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.82,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:03.93,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.03,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.13,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.24,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.34,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.45,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.55,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.66,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.76,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.87,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:04.97,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.07,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.17,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.28,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.38,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.48,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.59,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.69,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.80,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:05.90,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:06.01,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:06.11,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:06.22,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:06.32,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
VGR,2022-07-19 10:02:06.42,False,True,True,0,False,0,0,0,ready,,0.0,,,0,0,0,1397,0,0
